,CASE NUMBER,SR LOCATION,COUNTY,NEIGHBORHOOD,SR CREATE DATE,LONGITUDE,LATITUDE,geometry,In_100_Year,In_500_Year,Distance(m)
9027,12169489-101002741741,"462 GLENBURNIE, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:25:53,-95.392876,29.8383,POINT (-95.39287567138672 29.83830070495605),True,False,0.07765336222604326
9028,12169488-101002741740,"1135 WOODHILL, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:25:53,-95.41568,29.792524,POINT (-95.41567993164062 29.79252433776855),True,False,0.15718566329266764
9029,12169487-101002741739,"446 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:25:53,-95.39364,29.838293,POINT (-95.39363861083984 29.83829307556152),True,False,0.0323143995369841
9030,12169490-101002741744,"1126 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:25:57,-95.41543,29.791801,POINT (-95.41542816162109 29.79180145263672),True,False,0.14244325386535556
9031,12169492-101002741746,"454 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:25:58,-95.39326,29.838297,POINT (-95.39325714111328 29.83829689025879),True,False,0.05490039146115407
9032,12169491-101002741745,"1122 WOODHILL, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:25:58,-95.415535,29.791662,POINT (-95.41553497314453 29.79166221618652),True,False,0.13289595375279378
9033,12169493-101002741747,"467 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:25:59,-95.39269,29.838787,POINT (-95.39269256591797 29.83878707885742),True,False,0.09737775159928604
9034,12169494-101002741748,"1119 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:01,-95.41626,29.791756,POINT (-95.416259765625 29.79175567626953),True,False,0.09687776836346026
9035,12169495-101002741750,"1123 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:02,-95.416084,29.79195,POINT (-95.41608428955078 29.79195022583008),True,False,0.11319522507143068
9036,12169496-101002741751,"455 GLENBURNIE, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:26:02,-95.39329,29.838781,POINT (-95.39328765869141 29.83878135681152),True,False,0.06651950308095875
9037,12169497-101002741752,"503 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:02,-95.39228,29.838793,POINT (-95.39228057861328 29.83879280090332),True,False,0.12035489989345068
9038,12169498-101002741754,"1111 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:04,-95.41636,29.791332,POINT (-95.41635894775391 29.79133224487305),True,False,0.07870588342502062
9039,12169499-101002741755,"1114 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:06,-95.41582,29.791264,POINT (-95.41581726074219 29.79126358032227),True,False,0.10915280854055125
9040,12169500-101002741756,"507 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:07,-95.39209,29.838795,POINT (-95.39208984375 29.83879470825195),True,False,0.13118862859214245
9041,12169501-101002741757,"515 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:07,-95.39171,29.838799,POINT (-95.39170837402344 29.83879852294922),True,False,0.15311884334945197
9042,12169503-101002741759,"607 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:09,-95.390625,29.839659,POINT (-95.390625 29.83965873718262),True,False,0.23518536800114556
9043,12169498-101002741758,"1111 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:09,-95.41636,29.791332,POINT (-95.41635894775391 29.79133224487305),True,False,0.07870588342502062
9044,12169501-101002741761,"515 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:10,-95.39171,29.838799,POINT (-95.39170837402344 29.83879852294922),True,False,0.15311884334945197
9045,12169502-101002741760,"1110 WOODHILL, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:10,-95.41592,29.791056,POINT (-95.41591644287109 29.79105567932129),True,False,0.10160422682182695
9046,12169504-101002741762,"1102 WOODHILL, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:11,-95.416115,29.790749,POINT (-95.41611480712891 29.79074859619141),True,False,0.09105669562753924
9047,12169505-101002741763,"918 T C JESTER, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:12,-95.41651,29.791126,POINT (-95.41651153564453 29.7911262512207),True,False,0.06651830673741696
9048,12169506-101002741765,"431 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:14,-95.39341,29.83958,POINT (-95.39340972900391 29.83958053588867),True,False,0.1061084825088112
9049,12169503-101002741764,"607 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:14,-95.390625,29.839659,POINT (-95.390625 29.83965873718262),True,False,0.23518536800114556
9050,12169507-101002741766,"426 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:17,-95.39365,29.839096,POINT (-95.39364624023438 29.83909606933594),True,False,0.06979192429489028
9051,12169508-101002741767,"1102 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:18,-95.41718,29.791632,POINT (-95.41718292236328 29.7916316986084),True,False,0.05150759496855215
9052,12169509-101002741768,"423 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:19,-95.39379,29.839579,POINT (-95.39379119873047 29.83957862854004),True,False,0.09841785961293056
9053,12169510-101002741769,"427 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:21,-95.3936,29.83958,POINT (-95.39360046386719 29.83958053588867),True,False,0.10175673687671298
9054,12169512-101002741771,"1107 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:22,-95.417465,29.792135,POINT (-95.41746520996094 29.79213523864746),True,False,0.08000348158585267
9055,12169511-101002741770,"1002 E T C JESTER, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:22,-95.417656,29.791922,POINT (-95.41765594482422 29.79192161560059),True,False,0.06483943311457857
9056,12169513-101002741772,"418 GAMMON, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:26:23,-95.39402,29.839092,POINT (-95.39402008056641 29.83909225463867),True,False,0.06282225444276585
9057,12169514-101002741774,"1110 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:26,-95.41688,29.791876,POINT (-95.41687774658203 29.7918758392334),True,False,0.07561024848303093
9058,12169515-101002741775,"1115 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:29,-95.41724,29.792412,POINT (-95.417236328125 29.79241180419922),True,False,0.10114824067780197
9059,12169516-101002741776,"415 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:30,-95.39417,29.839577,POINT (-95.39417266845703 29.83957672119141),True,False,0.0957036138532322
9060,12169517-101002741777,"1111 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:31,-95.41739,29.792309,POINT (-95.41738891601562 29.79230880737305),True,False,0.09247885300524511
9061,12169518-101002741778,"403 GAMMON, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:31,-95.39459,29.839611,POINT (-95.39459228515625 29.8396110534668),True,False,0.10136718641135171
9062,12169519-101002741779,"8545 HOMEWOOD, HOUSTON TX 77028",HARRIS,EAST HOUSTON,2017-09-08 14:26:33,-95.26636,29.843008,POINT (-95.266357421875 29.84300804138184),False,False,0.9865544112081595
9063,12169519-101002741780,"8545 HOMEWOOD, HOUSTON TX 77028",HARRIS,EAST HOUSTON,2017-09-08 14:26:34,-95.26636,29.843008,POINT (-95.266357421875 29.84300804138184),False,False,0.9865544112081595
9064,12169520-101002741781,"1106 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:35,-95.41703,29.791769,POINT (-95.41703033447266 29.79176902770996),True,False,0.0643685045955687
9065,12169551-101002741782,"314 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:36,-95.397484,29.839426,POINT (-95.39748382568359 29.83942604064941),True,False,0.21648126470985934
9066,12169522-101002741785,"5023 WERNER, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:37,-95.39526,29.839554,POINT (-95.395263671875 29.83955383300781),True,False,0.1148823444265025
9067,12169521-101002741784,"1119 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:37,-95.41708,29.792517,POINT (-95.41708374023438 29.79251670837402),True,False,0.11048239931125946
9068,12169523-101002741786,"8513 TALTON, HOUSTON TX 77028",HARRIS,EAST HOUSTON,2017-09-08 14:26:38,-95.267784,29.843826,POINT (-95.26778411865234 29.84382629394531),False,False,1.0714091951847375
9069,12169524-101002741787,"8623 HOMEWOOD, HOUSTON TX 77028",HARRIS,EAST HOUSTON,2017-09-08 14:26:39,-95.264854,29.842972,POINT (-95.26485443115234 29.84297180175781),False,False,0.8966485367807555
9070,12169525-101002741788,"5022 WERNER, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:26:40,-95.394844,29.839178,POINT (-95.39484405517578 29.83917808532715),True,False,0.07938837759299011
9071,12169526-101002741790,"1202 TIMBERGROVE PARK, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:41,-95.4338,29.791801,POINT (-95.43379974365234 29.79180145263672),False,False,0.9004476325554976
9072,12169527-101002741791,"5019 WERNER, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:43,-95.39539,29.839464,POINT (-95.39539337158203 29.83946418762207),True,False,0.11469492709409533
9073,12169528-101002741793,"9010 BURL, HOUSTON TX 77028",Harris,EAST HOUSTON,2017-09-08 14:26:44,-95.26836,29.84301,POINT (-95.26835632324219 29.84300994873047),False,False,1.1062926763104461
9074,12169529-101002741794,"5018 WERNER, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:45,-95.39501,29.83908,POINT (-95.39501190185547 29.83908081054688),True,False,0.07969968411942453
9075,12169530-101002741795,"1118 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:46,-95.416595,29.792116,POINT (-95.41659545898438 29.79211616516113),True,False,0.09904673834359799
9076,12169531-101002741796,"1206 TIMBERGROVE PARK, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:47,-95.43381,29.79195,POINT (-95.43380737304688 29.79195022583008),False,False,0.9013220837706383
9077,12169532-101002741797,"5015 WERNER, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:26:48,-95.39554,29.839392,POINT (-95.39553833007812 29.83939170837402),True,False,0.11685346404950844
9078,12169533-101002741798,"8545 WOODLYN, HOUSTON TX 77028",Harris,EAST HOUSTON,2017-09-08 14:26:48,-95.26635,29.842205,POINT (-95.26634979248047 29.84220504760742),False,False,0.9898916048970897
9079,12169528-101002741799,"9010 BURL, HOUSTON TX 77028",Harris,EAST HOUSTON,2017-09-08 14:26:49,-95.26836,29.84301,POINT (-95.26835632324219 29.84300994873047),False,False,1.1062926763104461
9080,12169534-101002741800,"5007 WERNER, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:51,-95.39581,29.83915,POINT (-95.39581298828125 29.83914947509766),True,False,0.11891792191954922
9081,12169535-101002741801,"1214 TIMBERGROVE, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:52,-95.41587,29.79333,POINT (-95.41587066650391 29.7933292388916),True,False,0.192685410418849
9082,12169536-101002741802,"1210 TIMBERGROVE PARK, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:53,-95.43381,29.792067,POINT (-95.43380737304688 29.79206657409668),False,False,0.9017298679928833
9083,12169537-101002741804,5313 E HOUSTON TX 77028,HARRIS,SETTEGAST,2017-09-08 14:26:55,-95.27006,29.809422,POINT (-95.27005767822266 29.80942153930664),False,False,1.579885006753227
9084,12169538-101002741807,"342 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:26:57,-95.39632,29.838598,POINT (-95.39631652832031 29.83859825134277),True,False,0.1320133390974668
9085,12169539-101002741808,"1218 TIMBERGROVE PARK, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:58,-95.43381,29.792276,POINT (-95.43380737304688 29.79227638244629),False,False,0.902645827612224
9086,12169540-101002741809,"1226 TIMBERGROVE, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:26:59,-95.41576,29.793844,POINT (-95.41575622558594 29.79384422302246),True,False,0.2267345717622956
9087,12169541-101002741811,"7737 LIBERTY, HOUSTON TX 77028",HARRIS,SETTEGAST,2017-09-08 14:27:00,-95.28721,29.8006,POINT (-95.28720855712891 29.80060005187988),True,False,1.1383707679714918
9088,12169542-101002741812,"310 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:01,-95.39749,29.839596,POINT (-95.39749145507812 29.83959579467773),True,False,0.22177731851875318
9089,12169543-101002741813,"314 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:02,-95.397484,29.839426,POINT (-95.39748382568359 29.83942604064941),True,False,0.21648126470985934
9090,12169545-101002741815,"1222 TIMBERGROVE, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:04,-95.41578,29.793667,POINT (-95.41577911376953 29.79366683959961),True,False,0.2154286241000526
9091,12169544-101002741814,"1230 TIMBERGROVE, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:04,-95.41576,29.794024,POINT (-95.41575622558594 29.79402351379395),True,False,0.23761409496503533
9092,12169546-101002741816,"7847 LIBERTY, HOUSTON TX 77028",HARRIS,SETTEGAST,2017-09-08 14:27:05,-95.28481,29.801636,POINT (-95.28481292724609 29.8016357421875),True,False,1.188182176450065
9093,12169547-101002741817,"306 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:05,-95.39749,29.83976,POINT (-95.39749145507812 29.83975982666016),True,False,0.22696569613933393
9094,12169549-101002741818,"7745 LIBERTY, HOUSTON TX 77028",Harris,SETTEGAST,2017-09-08 14:27:06,-95.28759,29.800383,POINT (-95.28759002685547 29.80038261413574),True,False,1.1288091258884765
9095,12169550-101002741819,"307 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:07,-95.396904,29.839743,POINT (-95.39690399169922 29.83974266052246),True,False,0.19608879189303624
9096,12169553-101002741821,"1234 TIMBERGROVE, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:10,-95.415764,29.794199,POINT (-95.41576385498047 29.79419898986816),True,False,0.24819500097277186
9097,12169552-101002741820,"1229 TIMBERGROVE, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:10,-95.416466,29.79414,POINT (-95.41646575927734 29.79413986206055),True,False,0.22860171068222587
9098,12169555-101002741823,"6311 LIBERTY, HOUSTON TX 77026",Harris,KASHMERE GARDENS,2017-09-08 14:27:11,-95.30523,29.792942,POINT (-95.30522918701172 29.79294204711914),False,True,0.6712452996466022
9099,12169554-101002741822,"302 GLENBURNIE, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:27:11,-95.39749,29.839926,POINT (-95.39749145507812 29.83992576599121),True,False,0.2326591736185408
9100,12169556-101002741824,"7734 LIBERTY, HOUSTON TX 77028",HARRIS,DENVER HARBOR / PORT HOUSTON,2017-09-08 14:27:12,-95.29,29.798712,POINT (-95.29000091552734 29.7987117767334),True,False,1.063570893190134
9101,12169550-101002741825,"307 GLENBURNIE, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:12,-95.396904,29.839743,POINT (-95.39690399169922 29.83974266052246),True,False,0.19608879189303624
9102,12169553-101002741826,"1234 TIMBERGROVE, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:14,-95.415764,29.794199,POINT (-95.41576385498047 29.79419898986816),True,False,0.24819500097277186
9103,12169557-101002741827,"1006 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:15,-95.41661,29.794344,POINT (-95.41661071777344 29.79434394836426),True,False,0.23977849845232105
9104,12169558-101002741828,"311 E DELZ, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:27:15,-95.39712,29.840261,POINT (-95.39711761474609 29.84026145935059),True,False,0.2275778821316612
9105,12169559-101002741829,"6129 LIBERTY, HOUSTON TX 77026",HARRIS,GREATER FIFTH WARD,2017-09-08 14:27:16,-95.3086,29.791285,POINT (-95.30860137939453 29.79128456115723),True,False,0.6244115603067049
9106,12169560-101002741831,"323 E DELZ, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:27:17,-95.39656,29.840275,POINT (-95.39656066894531 29.84027481079102),True,False,0.20334814818462546
9107,12169561-101002741832,"933 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:19,-95.41614,29.794817,POINT (-95.4161376953125 29.7948169708252),True,False,0.2791853331156273
9108,12169562-101002741833,"1003 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:20,-95.41634,29.794817,POINT (-95.41634368896484 29.7948169708252),True,False,0.2755310418053482
9109,12169564-101002741837,"342 E DELZ, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:24,-95.39561,29.839865,POINT (-95.39560699462891 29.83986473083496),True,False,0.1443594328740183
9110,12169563-101002741836,"6017 LIBERTY, HOUSTON TX 77026",HARRIS,GREATER FIFTH WARD,2017-09-08 14:27:24,-95.30956,29.791113,POINT (-95.30956268310547 29.79111289978027),True,False,0.6075886381950807
9111,12169565-101002741838,"1007 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:26,-95.416534,29.794817,POINT (-95.41653442382812 29.7948169708252),True,False,0.2726034244915724
9112,12169566-101002741839,"1014 WYNNWOOD, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:27,-95.417015,29.794443,POINT (-95.41701507568359 29.79444313049316),True,False,0.23922417105907023
9113,12169567-101002741842,"3103 QUITMAN, HOUSTON TX 77026",HARRIS,GREATER FIFTH WARD,2017-09-08 14:27:31,-95.33821,29.783945,POINT (-95.33821105957031 29.78394508361816),False,True,1.201013952979359
9114,12169568-101002741845,"327 E DELZ, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:27:32,-95.39638,29.84027,POINT (-95.39637756347656 29.84026908874512),True,False,0.19545843482949363
9115,12169569-101002741846,"1015 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:33,-95.4169,29.794815,POINT (-95.41690063476562 29.79481506347656),True,False,0.2653429417237875
9116,12169572-101002741852,"1023 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:38,-95.41729,29.794815,POINT (-95.41728973388672 29.79481506347656),True,False,0.2562130168314798
9117,12169573-101002741853,"1135 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:38,-95.419754,29.794737,POINT (-95.41975402832031 29.79473686218262),True,False,0.24128817169763211
9118,12169571-101002741851,"335 E DELZ, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:38,-95.395996,29.840258,POINT (-95.39599609375 29.84025764465332),True,False,0.18009249442750683
9119,12169574-101002741855,"350 E DELZ, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:27:40,-95.39524,29.839882,POINT (-95.39524078369141 29.83988189697266),True,False,0.13342115724008152
9120,12169575-101002741858,"318 ACME, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:43,-95.39652,29.839924,POINT (-95.39652252197266 29.83992385864258),True,False,0.1852136167439819
9121,12169576-101002741859,"1019 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:43,-95.4171,29.794815,POINT (-95.41709899902344 29.79481506347656),True,False,0.2604672797563875
9122,12169577-101002741860,"1010 WYNNWOOD, HOUSTON TX 77008",Harris,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:44,-95.41681,29.794407,POINT (-95.41680908203125 29.79440689086914),True,False,0.24135118435941355
9123,12169578-101002741861,"322 ACME, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:27:46,-95.39654,29.839703,POINT (-95.39653778076172 29.83970260620117),True,False,0.17645623601279992
9124,12169579-101002741865,"1018 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:48,-95.41719,29.794327,POINT (-95.41719055175781 29.79432678222656),True,False,0.22740414847214516
9125,12169580-101002741866,"1022 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:49,-95.41737,29.794327,POINT (-95.41737365722656 29.79432678222656),True,False,0.22297545145531034
9126,12169581-101002741867,"334 ACME, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:52,-95.39596,29.83974,POINT (-95.39595794677734 29.83974075317383),True,False,0.1516989707791808
9127,12169582-101002741871,"338 ACME, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:54,-95.39596,29.839935,POINT (-95.39595794677734 29.83993530273438),True,False,0.16146769841615174
9128,12169583-101002741873,"1031 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:27:56,-95.41768,29.794813,POINT (-95.41767883300781 29.79481315612793),True,False,0.24881602482163812
9129,12169584-101002741874,"206 E BURRESS, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:27:57,-95.39677,29.841133,POINT (-95.39676666259766 29.84113311767578),True,False,0.2562171604794898
9130,12169585-101002741877,"219 BETRAL, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:28:00,-95.40074,29.840933,POINT (-95.40074157714844 29.84093284606934),True,False,0.4374177584027866
9131,12169586-101002741878,"330 ACME, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:28:00,-95.396065,29.83952,POINT (-95.39606475830078 29.83951950073242),True,False,0.14625507469266666
9132,12169587-101002741879,"1114 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:01,-95.4187,29.794329,POINT (-95.418701171875 29.7943286895752),True,False,0.20621740390384857
9133,12169589-101002741880,"1030 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:02,-95.41775,29.794327,POINT (-95.41774749755859 29.79432678222656),True,False,0.2153944224057373
9134,12169590-101002741881,"202 E JANISCH, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:28:05,-95.400055,29.837067,POINT (-95.40005493164062 29.83706665039062),False,True,0.36157936106431376
9135,12169591-101002741882,"231 BETRAL, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:28:05,-95.40144,29.840929,POINT (-95.40144348144531 29.84092903137207),True,False,0.4755907000783765
9136,12169593-101002741884,"202 BURRESS, HOUSTON TX 77022",HARRIS,NORTHSIDE/NORTHLINE,2017-09-08 14:28:06,-95.37421,29.841667,POINT (-95.37420654296875 29.84166717529297),False,False,0.6943521541559207
9137,12169592-101002741883,"227 BETRAL, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:28:06,-95.4012,29.84093,POINT (-95.40119934082031 29.8409309387207),True,False,0.46225264988643194
9138,12169594-101002741885,"1034 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:07,-95.41794,29.794327,POINT (-95.41793823242188 29.79432678222656),True,False,0.2123360023049169
9139,12169595-101002741886,"1103 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:08,-95.418076,29.794811,POINT (-95.41807556152344 29.7948112487793),True,False,0.24335828095618112
9140,12169596-101002741887,"223 BETRAL, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:28:10,-95.40096,29.840933,POINT (-95.40096282958984 29.84093284606934),True,False,0.44941025339855073
9141,12169597-101002741888,"4847 YALE, HOUSTON TX 77018",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:28:11,-95.403534,29.837189,POINT (-95.40353393554688 29.83718872070312),False,False,0.5659492459660501
9142,12169598-101002741892,"1107 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:13,-95.418274,29.794811,POINT (-95.41827392578125 29.7948112487793),True,False,0.2415292949446268
9143,12169599-101002741893,"1102 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:13,-95.41814,29.794327,POINT (-95.41813659667969 29.79432678222656),True,False,0.20977065582131676
9144,12169600-101002741894,"215 BETRAL, HOUSTON TX 77022",Harris,INDEPENDENCE HEIGHTS,2017-09-08 14:28:15,-95.40052,29.840935,POINT (-95.40052032470703 29.84093475341797),True,False,0.4255594472159358
9145,12169601-101002741895,"203 BETRAL, HOUSTON TX 77022",HARRIS,INDEPENDENCE HEIGHTS,2017-09-08 14:28:16,-95.399864,29.840939,POINT (-95.39986419677734 29.84093856811523),True,False,0.39086341575484884
9146,12169604-101002741899,"1106 WYNNWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2017-09-08 14:28:19,-95.41832,29.794329,POINT (-95.41831970214844 29.7943286895752),True,False,0.2081100125395536
